Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_017718.1	RefSeq	gene	15468	16442	.	+	.	ID=gene-SL1344_RS24295;Name=parM;gbkey=Gene;gene=parM;gene_biotype=protein_coding;locus_tag=SL1344_RS24295;old_locus_tag=SL1344_P2_0021	0.05636821136140194	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	15468	16442	.	+	0	ID=cds-WP_001217836.1;Parent=gene-SL1344_RS24295;Dbxref=GenBank:WP_001217836.1;Name=WP_001217836.1;gbkey=CDS;gene=parM;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001395558.1;locus_tag=SL1344_RS24295;product=plasmid segregation protein ParM domain-containing protein;protein_id=WP_001217836.1;transl_table=11	0.05636821136140194	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	16446	16838	.	+	.	ID=gene-SL1344_RS24300;Name=SL1344_RS24300;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24300;old_locus_tag=SL1344_P2_0022	0.3729194644774683	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	16446	16838	.	+	0	ID=cds-WP_000272884.1;Parent=gene-SL1344_RS24300;Dbxref=GenBank:WP_000272884.1;Name=WP_000272884.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019842590.1;locus_tag=SL1344_RS24300;product=plasmid partitioning/stability family protein;protein_id=WP_000272884.1;transl_table=11	0.3729194644774683	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	17519	18421	.	+	.	ID=gene-SL1344_RS24310;Name=SL1344_RS24310;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24310;old_locus_tag=SL1344_P2_0025	0.0	0.0	0.0	0.38081532094858767
sense	NC_017718.1	Protein Homology	CDS	17519	18421	.	+	0	ID=cds-WP_001348079.1;Parent=gene-SL1344_RS24310;Dbxref=GenBank:WP_001348079.1;Name=WP_001348079.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_052643.1;locus_tag=SL1344_RS24310;product=DUF1281 domain-containing protein;protein_id=WP_001348079.1;transl_table=11	0.0	0.0	0.0	0.38081532094858767
sense	NC_017718.1	RefSeq	gene	18425	18730	.	+	.	ID=gene-SL1344_RS27325;Name=SL1344_RS27325;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27325;old_locus_tag=SL1344_P2_0026	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	18425	18730	.	+	0	ID=cds-WP_001348080.1;Parent=gene-SL1344_RS27325;Dbxref=GenBank:WP_001348080.1;Name=WP_001348080.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_052644.1;locus_tag=SL1344_RS27325;product=hypothetical protein;protein_id=WP_001348080.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	18806	19489	.	+	.	ID=gene-SL1344_RS24315;Name=SL1344_RS24315;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24315;old_locus_tag=SL1344_P2_0027	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	18806	19489	.	+	0	ID=cds-WP_000086147.1;Parent=gene-SL1344_RS24315;Dbxref=GenBank:WP_000086147.1;Name=WP_000086147.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_858331.2;locus_tag=SL1344_RS24315;product=DNA methylase;protein_id=WP_000086147.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	19490	19711	.	+	.	ID=gene-SL1344_RS24320;Name=SL1344_RS24320;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24320;old_locus_tag=SL1344_P2_0028	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	19490	19711	.	+	0	ID=cds-WP_001104881.1;Parent=gene-SL1344_RS24320;Dbxref=GenBank:WP_001104881.1;Name=WP_001104881.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_858332.1;locus_tag=SL1344_RS24320;product=hypothetical protein;protein_id=WP_001104881.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	19725	20159	.	+	.	ID=gene-SL1344_RS24325;Name=SL1344_RS24325;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24325;old_locus_tag=SL1344_P2_0029	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	19725	20159	.	+	0	ID=cds-WP_000274500.1;Parent=gene-SL1344_RS24325;Dbxref=GenBank:WP_000274500.1;Name=WP_000274500.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_052646.1;locus_tag=SL1344_RS24325;product=DUF1380 family protein;protein_id=WP_000274500.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	20205	20981	.	+	.	ID=gene-SL1344_RS27590;Name=SL1344_RS27590;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27590;old_locus_tag=SL1344_P2_0030	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	20205	20981	.	+	0	ID=cds-WP_001005043.1;Parent=gene-SL1344_RS27590;Dbxref=GenBank:WP_001005043.1;Name=WP_001005043.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_052647.1;locus_tag=SL1344_RS27590;product=hypothetical protein;protein_id=WP_001005043.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	21399	21824	.	+	.	ID=gene-SL1344_RS24340;Name=SL1344_RS24340;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24340;old_locus_tag=SL1344_P2_0032	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	21399	21824	.	+	0	ID=cds-WP_001198939.1;Parent=gene-SL1344_RS24340;Dbxref=GenBank:WP_001198939.1;Name=WP_001198939.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001198918.1;locus_tag=SL1344_RS24340;product=antirestriction protein;protein_id=WP_001198939.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	21871	22293	.	+	.	ID=gene-SL1344_RS24345;Name=SL1344_RS24345;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24345;old_locus_tag=SL1344_P2_0033	0.0	0.0	0.27529510935785345	0.0
sense	NC_017718.1	Protein Homology	CDS	21871	22293	.	+	0	ID=cds-WP_000271705.1;Parent=gene-SL1344_RS24345;Dbxref=GenBank:WP_000271705.1;Name=WP_000271705.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_052650.1;locus_tag=SL1344_RS24345;product=DUF1380 family protein;protein_id=WP_000271705.1;transl_table=11	0.0	0.0	0.27529510935785345	0.0
sense	NC_017718.1	RefSeq	gene	22290	22481	.	+	.	ID=gene-SL1344_RS24350;Name=SL1344_RS24350;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24350	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	22290	22481	.	+	0	ID=cds-WP_001027495.1;Parent=gene-SL1344_RS24350;Dbxref=GenBank:WP_001027495.1;Name=WP_001027495.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016238862.1;locus_tag=SL1344_RS24350;product=hypothetical protein;protein_id=WP_001027495.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	22552	22866	.	+	.	ID=gene-SL1344_RS26915;Name=SL1344_RS26915;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS26915;old_locus_tag=SL1344_P2_0034	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	22552	22866	.	+	0	ID=cds-WP_001434357.1;Parent=gene-SL1344_RS26915;Dbxref=GenBank:WP_001434357.1;Name=WP_001434357.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005112260.1;locus_tag=SL1344_RS26915;product=hypothetical protein;protein_id=WP_001434357.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	23250	23777	.	+	.	ID=gene-SL1344_RS24360;Name=SL1344_RS24360;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24360;old_locus_tag=SL1344_P2_0035	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	23250	23777	.	+	0	ID=cds-WP_001276120.1;Parent=gene-SL1344_RS24360;Dbxref=GenBank:WP_001276120.1;Name=WP_001276120.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001276102.1;locus_tag=SL1344_RS24360;product=single-stranded DNA-binding protein;protein_id=WP_001276120.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	23835	24068	.	+	.	ID=gene-SL1344_RS24365;Name=SL1344_RS24365;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24365	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	23835	24068	.	+	0	ID=cds-WP_000006024.1;Parent=gene-SL1344_RS24365;Dbxref=GenBank:WP_000006024.1;Name=WP_000006024.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000005972.1;locus_tag=SL1344_RS24365;product=DUF905 domain-containing protein;protein_id=WP_000006024.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	24127	26085	.	+	.	ID=gene-SL1344_RS24370;Name=SL1344_RS24370;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24370;old_locus_tag=SL1344_P2_0036	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	24127	26085	.	+	0	ID=cds-WP_001145480.1;Parent=gene-SL1344_RS24370;Dbxref=GenBank:WP_001145480.1;Name=WP_001145480.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000117326.1;locus_tag=SL1344_RS24370;product=ParB/RepB/Spo0J family partition protein;protein_id=WP_001145480.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	26140	26574	.	+	.	ID=gene-SL1344_RS24375;Name=psiB;gbkey=Gene;gene=psiB;gene_biotype=protein_coding;locus_tag=SL1344_RS24375;old_locus_tag=SL1344_P2_0037	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	26140	26574	.	+	0	ID=cds-WP_000845897.1;Parent=gene-SL1344_RS24375;Dbxref=GenBank:WP_000845897.1;Name=WP_000845897.1;gbkey=CDS;gene=psiB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000845953.1;locus_tag=SL1344_RS24375;product=conjugation system SOS inhibitor PsiB;protein_id=WP_000845897.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	26571	27290	.	+	.	ID=gene-SL1344_RS24380;Name=SL1344_RS24380;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24380;old_locus_tag=SL1344_P2_0038	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	26571	27290	.	+	0	ID=cds-WP_001276263.1;Parent=gene-SL1344_RS24380;Dbxref=GenBank:WP_001276263.1;Name=WP_001276263.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001723065.1;locus_tag=SL1344_RS24380;product=plasmid SOS inhibition protein A;protein_id=WP_001276263.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	27287	27883	.	+	.	ID=gene-SL1344_RS24385;Name=SL1344_RS24385;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24385;old_locus_tag=SL1344_P2_0039	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	27287	27883	.	+	0	ID=cds-WP_000978012.1;Parent=gene-SL1344_RS24385;Dbxref=GenBank:WP_000978012.1;Name=WP_000978012.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000978013.1;locus_tag=SL1344_RS24385;product=hypothetical protein;protein_id=WP_000978012.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	28346	28846	.	+	.	ID=gene-SL1344_RS24395;Name=SL1344_RS24395;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24395;old_locus_tag=SL1344_P2_0041	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	28346	28846	.	+	0	ID=cds-WP_000117622.1;Parent=gene-SL1344_RS24395;Dbxref=GenBank:WP_000117622.1;Name=WP_000117622.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000117633.1;locus_tag=SL1344_RS24395;product=antirestriction protein ArdA;protein_id=WP_000117622.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	29575	30009	.	+	.	ID=gene-SL1344_RS24400;Name=SL1344_RS24400;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24400;old_locus_tag=SL1344_P2_0042	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	29575	30009	.	+	0	ID=cds-WP_000218864.1;Parent=gene-SL1344_RS24400;Dbxref=GenBank:WP_000218864.1;Name=WP_000218864.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000218847.1;locus_tag=SL1344_RS24400;product=hypothetical protein;protein_id=WP_000218864.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	30103	30369	.	+	.	ID=gene-SL1344_RS26415;Name=SL1344_RS26415;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS26415;old_locus_tag=SL1344_P2_0043	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	30103	30369	.	+	0	ID=cds-WP_014653259.1;Parent=gene-SL1344_RS26415;Dbxref=GenBank:WP_014653259.1;Name=WP_014653259.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001247860.1;locus_tag=SL1344_RS26415;product=hypothetical protein;protein_id=WP_014653259.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	30434	31360	.	+	.	ID=gene-SL1344_RS24410;Name=SL1344_RS24410;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24410;old_locus_tag=SL1344_P2_0044	0.5928695369726741	0.4132022849642579	3.768602953345373	0.0
sense	NC_017718.1	Protein Homology	CDS	30434	31360	.	+	0	ID=cds-WP_000038402.1;Parent=gene-SL1344_RS24410;Dbxref=GenBank:WP_000038402.1;Name=WP_000038402.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012548938.1;locus_tag=SL1344_RS24410;product=Rpn family recombination-promoting nuclease/putative transposase;protein_id=WP_000038402.1;transl_table=11	0.5928695369726741	0.4132022849642579	3.768602953345373	0.0
sense	NC_017718.1	RefSeq	gene	31360	31605	.	+	.	ID=gene-SL1344_RS24415;Name=SL1344_RS24415;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24415	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	31360	31605	.	+	0	ID=cds-WP_001260884.1;Parent=gene-SL1344_RS24415;Dbxref=GenBank:WP_001260884.1;Name=WP_001260884.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014358130.1;locus_tag=SL1344_RS24415;product=hypothetical protein;protein_id=WP_001260884.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	31636	31887	.	-	.	ID=gene-SL1344_RS24420;Name=SL1344_RS24420;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24420	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	31636	31887	.	-	0	ID=cds-WP_000148286.1;Parent=gene-SL1344_RS24420;Dbxref=GenBank:WP_000148286.1;Name=WP_000148286.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003980153.1;locus_tag=SL1344_RS24420;product=helix-turn-helix transcriptional regulator;protein_id=WP_000148286.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	31921	32118	.	-	.	ID=gene-SL1344_RS27940;Name=SL1344_RS27940;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27940	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	31921	32118	.	-	0	ID=cds-WP_001161115.1;Parent=gene-SL1344_RS27940;Dbxref=GenBank:WP_001161115.1;Name=WP_001161115.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001753860.1;locus_tag=SL1344_RS27940;product=hypothetical protein;protein_id=WP_001161115.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	32467	33315	.	+	.	ID=gene-SL1344_RS24425;Name=SL1344_RS24425;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24425;old_locus_tag=SL1344_P2_0047	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	32467	33315	.	+	0	ID=cds-WP_001077019.1;Parent=gene-SL1344_RS24425;Dbxref=GenBank:WP_001077019.1;Name=WP_001077019.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001401764.1;locus_tag=SL1344_RS24425;product=DUF4942 domain-containing protein;protein_id=WP_001077019.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	33401	33736	.	-	.	ID=gene-SL1344_RS24430;Name=SL1344_RS24430;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24430;old_locus_tag=SL1344_P2_0047A	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	33401	33736	.	-	0	ID=cds-WP_000157095.1;Parent=gene-SL1344_RS24430;Dbxref=GenBank:WP_000157095.1;Name=WP_000157095.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000157082.1;locus_tag=SL1344_RS24430;product=molybdopterin-guanine dinucleotide biosynthesis protein MobC;protein_id=WP_000157095.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	33969	34301	.	+	.	ID=gene-SL1344_RS24435;Name=mobA;gbkey=Gene;gene=mobA;gene_biotype=protein_coding;locus_tag=SL1344_RS24435;old_locus_tag=SL1344_P2_0048	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	33969	34301	.	+	0	ID=cds-WP_001281051.1;Parent=gene-SL1344_RS24435;Dbxref=GenBank:WP_001281051.1;Name=WP_001281051.1;Ontology_term=GO:0006355;gbkey=CDS;gene=mobA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001281049.1;locus_tag=SL1344_RS24435;product=plasmid mobilization protein MobA;protein_id=WP_001281051.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	34312	37011	.	+	.	ID=gene-SL1344_RS24440;Name=nikB;gbkey=Gene;gene=nikB;gene_biotype=protein_coding;locus_tag=SL1344_RS24440;old_locus_tag=SL1344_P2_0049	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	34312	37011	.	+	0	ID=cds-WP_001354015.1;Parent=gene-SL1344_RS24440;Dbxref=GenBank:WP_001354015.1;Name=WP_001354015.1;gbkey=CDS;gene=nikB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001387486.1;locus_tag=SL1344_RS24440;product=IncI1-type relaxase NikB;protein_id=WP_001354015.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	37048	39339	.	-	.	ID=gene-SL1344_RS24445;Name=trbC;gbkey=Gene;gene=trbC;gene_biotype=protein_coding;locus_tag=SL1344_RS24445;old_locus_tag=SL1344_P2_0050	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	37048	39339	.	-	0	ID=cds-WP_014653261.1;Parent=gene-SL1344_RS24445;Dbxref=GenBank:WP_014653261.1;Name=WP_014653261.1;gbkey=CDS;gene=trbC;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001289278.1;locus_tag=SL1344_RS24445;product=F-type conjugative transfer protein TrbC;protein_id=WP_014653261.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	39332	40402	.	-	.	ID=gene-SL1344_RS24450;Name=trbB;gbkey=Gene;gene=trbB;gene_biotype=protein_coding;locus_tag=SL1344_RS24450;old_locus_tag=SL1344_P2_0051	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	39332	40402	.	-	0	ID=cds-WP_000151583.1;Parent=gene-SL1344_RS24450;Dbxref=GenBank:WP_000151583.1;Name=WP_000151583.1;gbkey=CDS;gene=trbB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000151583.1;locus_tag=SL1344_RS24450;product=IncI1-type conjugal transfer protein TrbB;protein_id=WP_000151583.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	40421	41629	.	-	.	ID=gene-SL1344_RS24455;Name=trbA;gbkey=Gene;gene=trbA;gene_biotype=protein_coding;locus_tag=SL1344_RS24455;old_locus_tag=SL1344_P2_0052	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	40421	41629	.	-	0	ID=cds-WP_000121274.1;Parent=gene-SL1344_RS24455;Dbxref=GenBank:WP_000121274.1;Name=WP_000121274.1;gbkey=CDS;gene=trbA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000121273.1;locus_tag=SL1344_RS24455;product=IncI1-type conjugal transfer protein TrbA;protein_id=WP_000121274.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	41921	42073	.	+	.	ID=gene-SL1344_RS24460;Name=SL1344_RS24460;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24460;old_locus_tag=SL1344_P2_0054	6.58550181754941	6.258799316370377	6.849990074021883	0.0
sense	NC_017718.1	Protein Homology	CDS	41921	42073	.	+	0	ID=cds-WP_001331364.1;Parent=gene-SL1344_RS24460;Dbxref=GenBank:WP_001331364.1;Name=WP_001331364.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001618166.1;locus_tag=SL1344_RS24460;product=Hok/Gef family protein;protein_id=WP_001331364.1;transl_table=11	6.58550181754941	6.258799316370377	6.849990074021883	0.0
sense	NC_017718.1	RefSeq	gene	42145	42396	.	-	.	ID=gene-SL1344_RS24465;Name=SL1344_RS24465;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24465	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	42145	42396	.	-	0	ID=cds-WP_001291965.1;Parent=gene-SL1344_RS24465;Dbxref=GenBank:WP_001291965.1;Name=WP_001291965.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001291967.1;locus_tag=SL1344_RS24465;product=hypothetical protein;protein_id=WP_001291965.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	42897	42992	.	+	.	ID=gene-SL1344_RS27945;Name=dqlB;gbkey=Gene;gene=dqlB;gene_biotype=protein_coding;locus_tag=SL1344_RS27945	6.679045877457781	15.959938256744461	3.6390572268241255	14.328176450690611
sense	NC_017718.1	Protein Homology	CDS	42897	42992	.	+	0	ID=cds-WP_000609148.1;Parent=gene-SL1344_RS27945;Dbxref=GenBank:WP_000609148.1;Name=WP_000609148.1;gbkey=CDS;gene=dqlB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000609149.1;locus_tag=SL1344_RS27945;product=DinQ-like type I toxin DqlB;protein_id=WP_000609148.1;transl_table=11	6.679045877457781	15.959938256744461	3.6390572268241255	14.328176450690611
sense	NC_017718.1	RefSeq	gene	43057	43233	.	-	.	ID=gene-SL1344_RS27555;Name=SL1344_RS27555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS27555	0.0	0.0	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	43057	43233	.	-	0	ID=cds-WP_001054904.1;Parent=gene-SL1344_RS27555;Dbxref=GenBank:WP_001054904.1;Name=WP_001054904.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001054900.1;locus_tag=SL1344_RS27555;product=hypothetical protein;protein_id=WP_001054904.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_017718.1	RefSeq	gene	43625	43834	.	+	.	ID=gene-SL1344_RS24475;Name=SL1344_RS24475;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24475	0.4361825879156102	0.9119964718139693	0.0	0.0
sense	NC_017718.1	Protein Homology	CDS	43625	43834	.	+	0	ID=cds-WP_000062603.1;Parent=gene-SL1344_RS24475;Dbxref=GenBank:WP_000062603.1;Name=WP_000062603.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_000062602.1;locus_tag=SL1344_RS24475;product=HEAT repeat domain-containing protein;protein_id=WP_000062603.1;transl_table=11	0.4361825879156102	0.9119964718139693	0.0	0.0
sense	NC_017718.1	RefSeq	gene	43906	44568	.	-	.	ID=gene-SL1344_RS24480;Name=excA;gbkey=Gene;gene=excA;gene_biotype=protein_coding;locus_tag=SL1344_RS24480;old_locus_tag=SL1344_P2_0055	0.0	0.0	1.3173057834657467	3.112002125036875
sense	NC_017718.1	Protein Homology	CDS	43906	44568	.	-	0	ID=cds-WP_000653334.1;Parent=gene-SL1344_RS24480;Dbxref=GenBank:WP_000653334.1;Name=WP_000653334.1;gbkey=CDS;gene=excA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001480010.1;locus_tag=SL1344_RS24480;product=plasmid IncI1-type surface exclusion protein ExcA;protein_id=WP_000653334.1;transl_table=11	0.0	0.0	1.3173057834657467	3.112002125036875
sense	NC_017718.1	RefSeq	gene	44633	46795	.	-	.	ID=gene-SL1344_RS24485;Name=SL1344_RS24485;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS24485;old_locus_tag=SL1344_P2_0056	0.0	0.0	0.08075577757168656	0.0
sense	NC_017718.1	Protein Homology	CDS	44633	46795	.	-	0	ID=cds-WP_000698351.1;Parent=gene-SL1344_RS24485;Dbxref=GenBank:WP_000698351.1;Name=WP_000698351.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001470938.1;locus_tag=SL1344_RS24485;product=DotA/TraY family protein;protein_id=WP_000698351.1;transl_table=11	0.0	0.0	0.08075577757168656	0.0
sense	NC_017718.1	RefSeq	gene	46892	47476	.	-	.	ID=gene-SL1344_RS24490;Name=traX;gbkey=Gene;gene=traX;gene_biotype=protein_coding;locus_tag=SL1344_RS24490;old_locus_tag=SL1344_P2_0057	0.0	0.0	0.0	0.8817339354271146
