Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_016810.1	RefSeq	gene	4343259	4343882	.	-	.	ID=gene-SL1344_RS21105;Name=SL1344_RS21105;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21105;old_locus_tag=SL1344_4057	3.0983730601508355	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4343259	4343882	.	-	0	ID=cds-WP_000666689.1;Parent=gene-SL1344_RS21105;Dbxref=GenBank:WP_000666689.1;Name=WP_000666689.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462988.1;locus_tag=SL1344_RS21105;product=DUF1287 domain-containing protein;protein_id=WP_000666689.1;transl_table=11	3.0983730601508355	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4344141	4345244	.	-	.	ID=gene-SL1344_RS21110;Name=gldA;gbkey=Gene;gene=gldA;gene_biotype=protein_coding;locus_tag=SL1344_RS21110;old_locus_tag=SL1344_4058	5.2537630150383725	3.464478049164246	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4344141	4345244	.	-	0	ID=cds-WP_000374031.1;Parent=gene-SL1344_RS21110;Dbxref=GenBank:WP_000374031.1;Name=WP_000374031.1;Ontology_term=GO:0019588,GO:0051596,GO:0008888,GO:0019147;gbkey=CDS;gene=gldA;go_function=glycerol dehydrogenase (NAD+) activity|0008888||IEA,(R)-aminopropanol dehydrogenase activity|0019147||IEA;go_process=anaerobic glycerol catabolic process|0019588||IEA,methylglyoxal catabolic process|0051596||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462989.1;locus_tag=SL1344_RS21110;product=bifunctional L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase;protein_id=WP_000374031.1;transl_table=11	5.2537630150383725	3.464478049164246	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4345256	4345918	.	-	.	ID=gene-SL1344_RS21115;Name=fsa;gbkey=Gene;gene=fsa;gene_biotype=protein_coding;locus_tag=SL1344_RS21115;old_locus_tag=SL1344_4059	2.551601343653629	4.807420520710568	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4345256	4345918	.	-	0	ID=cds-WP_000424866.1;Parent=gene-SL1344_RS21115;Dbxref=GenBank:WP_000424866.1;Name=WP_000424866.1;Ontology_term=GO:0005975,GO:0016832;gbkey=CDS;gene=fsa;go_function=aldehyde-lyase activity|0016832||IEA;go_process=carbohydrate metabolic process|0005975||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462990.1;locus_tag=SL1344_RS21115;product=fructose-6-phosphate aldolase;protein_id=WP_000424866.1;transl_table=11	2.551601343653629	4.807420520710568	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4345929	4348430	.	-	.	ID=gene-SL1344_RS21120;Name=ptsP;gbkey=Gene;gene=ptsP;gene_biotype=protein_coding;locus_tag=SL1344_RS21120;old_locus_tag=SL1344_4060	1.0625116249438116	0.7643452770338385	0.20638018156932364	0.0
sense	NC_016810.1	Protein Homology	CDS	4345929	4348430	.	-	0	ID=cds-WP_001128495.1;Parent=gene-SL1344_RS21120;Dbxref=GenBank:WP_001128495.1;Name=WP_001128495.1;Ontology_term=GO:0009401,GO:0008965;gbkey=CDS;gene=ptsP;go_function=phosphoenolpyruvate-protein phosphotransferase activity|0008965||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462991.1;locus_tag=SL1344_RS21120;product=phosphoenolpyruvate--protein phosphotransferase;protein_id=WP_001128495.1;transl_table=11	1.0625116249438116	0.7643452770338385	0.20638018156932364	0.0
sense	NC_016810.1	RefSeq	gene	4348739	4349818	.	+	.	ID=gene-SL1344_RS21125;Name=SL1344_RS21125;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21125;old_locus_tag=SL1344_4061	0.6563960705208437	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4348739	4349818	.	+	0	ID=cds-WP_000661597.1;Parent=gene-SL1344_RS21125;Dbxref=GenBank:WP_000661597.1;Name=WP_000661597.1;Ontology_term=GO:0009401,GO:0008982,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462992.1;locus_tag=SL1344_RS21125;product=PTS fructose transporter subunit EIIC;protein_id=WP_000661597.1;transl_table=11	0.6563960705208437	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4349833	4350153	.	+	.	ID=gene-SL1344_RS21130;Name=SL1344_RS21130;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21130;old_locus_tag=SL1344_4062	12.24677800224106	18.53477768358691	1.0724054294630274	0.0
sense	NC_016810.1	Protein Homology	CDS	4349833	4350153	.	+	0	ID=cds-WP_000161258.1;Parent=gene-SL1344_RS21130;Dbxref=GenBank:WP_000161258.1;Name=WP_000161258.1;Ontology_term=GO:0009401,GO:0022877;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity|0022877||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462993.1;locus_tag=SL1344_RS21130;product=PTS fructose-like transporter subunit IIB;protein_id=WP_000161258.1;transl_table=11	12.24677800224106	18.53477768358691	1.0724054294630274	0.0
sense	NC_016810.1	RefSeq	gene	4350252	4352549	.	+	.	ID=gene-SL1344_RS21135;Name=SL1344_RS21135;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21135;old_locus_tag=SL1344_4063	1.7948451774033045	0.36986594780749715	0.8488709644008905	0.0
sense	NC_016810.1	Protein Homology	CDS	4350252	4352549	.	+	0	ID=cds-WP_000149714.1;Parent=gene-SL1344_RS21135;Dbxref=GenBank:WP_000149714.1;Name=WP_000149714.1;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462994.1;locus_tag=SL1344_RS21135;product=formate C-acetyltransferase;protein_id=WP_000149714.1;transl_table=11	1.7948451774033045	0.36986594780749715	0.8488709644008905	0.0
sense	NC_016810.1	RefSeq	gene	4352515	4353393	.	+	.	ID=gene-SL1344_RS21140;Name=SL1344_RS21140;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21140;old_locus_tag=SL1344_4064	3.225973861945443	0.0	0.522172382036605	0.8198125813893138
sense	NC_016810.1	Protein Homology	CDS	4352515	4353393	.	+	0	ID=cds-WP_000171724.1;Parent=gene-SL1344_RS21140;Dbxref=GenBank:WP_000171724.1;Name=WP_000171724.1;Ontology_term=GO:0016491,GO:0051536;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,iron-sulfur cluster binding|0051536||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462995.1;locus_tag=SL1344_RS21140;product=[formate-C-acetyltransferase]-activating enzyme;protein_id=WP_000171724.1;transl_table=11	3.225973861945443	0.0	0.522172382036605	0.8198125813893138
sense	NC_016810.1	RefSeq	gene	4353395	4353748	.	+	.	ID=gene-SL1344_RS21145;Name=SL1344_RS21145;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21145;old_locus_tag=SL1344_4065	1.820512984495406	7.202982610691767	0.0	2.0356363249751603
sense	NC_016810.1	Protein Homology	CDS	4353395	4353748	.	+	0	ID=cds-WP_000290522.1;Parent=gene-SL1344_RS21145;Dbxref=GenBank:WP_000290522.1;Name=WP_000290522.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462996.1;locus_tag=SL1344_RS21145;product=PTS fructose-like transporter subunit IIB;protein_id=WP_000290522.1;transl_table=11	1.820512984495406	7.202982610691767	0.0	2.0356363249751603
sense	NC_016810.1	RefSeq	gene	4353735	4354586	.	-	.	ID=gene-SL1344_RS21150;Name=SL1344_RS21150;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21150;old_locus_tag=SL1344_4066	18.721155532460678	8.978365648538329	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4353735	4354586	.	-	0	ID=cds-WP_000274596.1;Parent=gene-SL1344_RS21150;Dbxref=GenBank:WP_000274596.1;Name=WP_000274596.1;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462997.1;locus_tag=SL1344_RS21150;product=helix-turn-helix transcriptional regulator;protein_id=WP_000274596.1;transl_table=11	18.721155532460678	8.978365648538329	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4354747	4356480	.	-	.	ID=gene-SL1344_RS21155;Name=SL1344_RS21155;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21155;old_locus_tag=SL1344_4068	89.19883688738737	86.75980092670602	0.5955746416222004	0.0
sense	NC_016810.1	Protein Homology	CDS	4354747	4356480	.	-	0	ID=cds-WP_001192092.1;Parent=gene-SL1344_RS21155;Dbxref=GenBank:WP_001192092.1;Name=WP_001192092.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_462998.1;locus_tag=SL1344_RS21155;product=phosphoethanolamine transferase CptA;protein_id=WP_001192092.1;transl_table=11	89.19883688738737	86.75980092670602	0.5955746416222004	0.0
sense	NC_016810.1	RefSeq	gene	4356691	4359342	.	-	.	ID=gene-SL1344_RS21160;Name=ppc;gbkey=Gene;gene=ppc;gene_biotype=protein_coding;locus_tag=SL1344_RS21160;old_locus_tag=SL1344_4069	47.386882096424536	49.03568931124779	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4356691	4359342	.	-	0	ID=cds-WP_001005548.1;Parent=gene-SL1344_RS21160;Dbxref=GenBank:WP_001005548.1;Name=WP_001005548.1;Ontology_term=GO:0006099,GO:0015977,GO:0008964;gbkey=CDS;gene=ppc;go_function=phosphoenolpyruvate carboxylase activity|0008964||IEA;go_process=tricarboxylic acid cycle|0006099||IEA,carbon fixation|0015977||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004203687.1;locus_tag=SL1344_RS21160;product=phosphoenolpyruvate carboxylase;protein_id=WP_001005548.1;transl_table=11	47.386882096424536	49.03568931124779	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4359711	4360862	.	-	.	ID=gene-SL1344_RS21165;Name=argE;gbkey=Gene;gene=argE;gene_biotype=protein_coding;locus_tag=SL1344_RS21165;old_locus_tag=SL1344_4070	13.426283260653618	13.280499188462944	0.5976426091278331	0.0
sense	NC_016810.1	Protein Homology	CDS	4359711	4360862	.	-	0	ID=cds-WP_000800210.1;Parent=gene-SL1344_RS21165;Dbxref=GenBank:WP_000800210.1;Name=WP_000800210.1;Ontology_term=GO:0006526,GO:0019213;gbkey=CDS;gene=argE;go_function=deacetylase activity|0019213||IEA;go_process=L-arginine biosynthetic process|0006526||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463000.1;locus_tag=SL1344_RS21165;product=acetylornithine deacetylase;protein_id=WP_000800210.1;transl_table=11	13.426283260653618	13.280499188462944	0.5976426091278331	0.0
sense	NC_016810.1	RefSeq	gene	4360951	4361955	.	+	.	ID=gene-SL1344_RS21170;Name=argC;gbkey=Gene;gene=argC;gene_biotype=protein_coding;locus_tag=SL1344_RS21170;old_locus_tag=SL1344_4071	40.91208941037381	51.08168921683815	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4360951	4361955	.	+	0	ID=cds-WP_000935340.1;Parent=gene-SL1344_RS21170;Dbxref=GenBank:WP_000935340.1;Name=WP_000935340.1;Ontology_term=GO:0006526,GO:0006592,GO:0003942,GO:0070401;gbkey=CDS;gene=argC;go_function=N-acetyl-gamma-glutamyl-phosphate reductase activity|0003942||IEA,NADP+ binding|0070401||IEA;go_process=L-arginine biosynthetic process|0006526||IEA,ornithine biosynthetic process|0006592||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005122770.1;locus_tag=SL1344_RS21170;product=N-acetyl-gamma-glutamyl-phosphate reductase;protein_id=WP_000935340.1;transl_table=11	40.91208941037381	51.08168921683815	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4361963	4362739	.	+	.	ID=gene-SL1344_RS21175;Name=argB;gbkey=Gene;gene=argB;gene_biotype=protein_coding;locus_tag=SL1344_RS21175;old_locus_tag=SL1344_4072	33.84045448862808	23.40922997235372	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	4361963	4362739	.	+	0	ID=cds-WP_001575262.1;Parent=gene-SL1344_RS21175;Dbxref=GenBank:WP_001575262.1;Name=WP_001575262.1;Ontology_term=GO:0006592,GO:0003991,GO:0005737;gbkey=CDS;gene=argB;go_component=cytoplasm|0005737||IEA;go_function=acetylglutamate kinase activity|0003991||IEA;go_process=ornithine biosynthetic process|0006592||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463002.3;locus_tag=SL1344_RS21175;product=acetylglutamate kinase;protein_id=WP_001575262.1;transl_table=11	33.84045448862808	23.40922997235372	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4362857	4364233	.	+	.	ID=gene-SL1344_RS21180;Name=argH;gbkey=Gene;gene=argH;gene_biotype=protein_coding;locus_tag=SL1344_RS21180;old_locus_tag=SL1344_4073	30.421208259433058	32.09695083457131	0.08333143133808564	0.0
sense	NC_016810.1	Protein Homology	CDS	4362857	4364233	.	+	0	ID=cds-WP_001230051.1;Parent=gene-SL1344_RS21180;Dbxref=GenBank:WP_001230051.1;Name=WP_001230051.1;Ontology_term=GO:0042450,GO:0004056;gbkey=CDS;gene=argH;go_function=argininosuccinate lyase activity|0004056||IEA;go_process=arginine biosynthetic process via ornithine|0042450||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463003.1;locus_tag=SL1344_RS21180;product=argininosuccinate lyase;protein_id=WP_001230051.1;transl_table=11	30.421208259433058	32.09695083457131	0.08333143133808564	0.0
sense	NC_016810.1	RefSeq	gene	4364518	4365435	.	+	.	ID=gene-SL1344_RS21185;Name=oxyR;gbkey=Gene;gene=oxyR;gene_biotype=protein_coding;locus_tag=SL1344_RS21185;old_locus_tag=SL1344_4074	8.073320653464918	4.629367908832398	0.12499714700712847	0.7849839423106828
sense	NC_016810.1	Protein Homology	CDS	4364518	4365435	.	+	0	ID=cds-WP_001025919.1;Parent=gene-SL1344_RS21185;Dbxref=GenBank:WP_001025919.1;Name=WP_001025919.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;gene=oxyR;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016831323.1;locus_tag=SL1344_RS21185;product=DNA-binding transcriptional regulator OxyR;protein_id=WP_001025919.1;transl_table=11	8.073320653464918	4.629367908832398	0.12499714700712847	0.7849839423106828
sense	NC_016810.1	RefSeq	gene	4365418	4366818	.	-	.	ID=gene-SL1344_RS21190;Name=sthA;gbkey=Gene;gene=sthA;gene_biotype=protein_coding;locus_tag=SL1344_RS21190;old_locus_tag=SL1344_4075	5.520013674615621	8.190115131214835	5.405658203331835	1.5430733598312778
sense	NC_016810.1	Protein Homology	CDS	4365418	4366818	.	-	0	ID=cds-WP_001120789.1;Parent=gene-SL1344_RS21190;Dbxref=GenBank:WP_001120789.1;Name=WP_001120789.1;Ontology_term=GO:0045454,GO:0003957,GO:0050660;gbkey=CDS;gene=sthA;go_function=NAD(P)+ transhydrogenase (Si-specific) activity|0003957||IEA,flavin adenine dinucleotide binding|0050660||IEA;go_process=cell redox homeostasis|0045454||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463005.1;locus_tag=SL1344_RS21190;product=Si-specific NAD(P)(+) transhydrogenase;protein_id=WP_001120789.1;transl_table=11	5.520013674615621	8.190115131214835	5.405658203331835	1.5430733598312778
sense	NC_016810.1	RefSeq	gene	4367017	4367652	.	+	.	ID=gene-SL1344_RS21195;Name=fabR;gbkey=Gene;gene=fabR;gene_biotype=protein_coding;locus_tag=SL1344_RS21195;old_locus_tag=SL1344_4076	11.653000565850306	4.009207302177493	1.2629428721191942	1.1330428601276836
sense	NC_016810.1	Protein Homology	CDS	4367017	4367652	.	+	0	ID=cds-WP_000971958.1;Parent=gene-SL1344_RS21195;Dbxref=GenBank:WP_000971958.1;Name=WP_000971958.1;Ontology_term=GO:0003677;gbkey=CDS;gene=fabR;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463006.3;locus_tag=SL1344_RS21195;product=HTH-type transcriptional repressor FabR;protein_id=WP_000971958.1;transl_table=11	11.653000565850306	4.009207302177493	1.2629428721191942	1.1330428601276836
sense	NC_016810.1	RefSeq	gene	4367668	4368027	.	+	.	ID=gene-SL1344_RS21200;Name=SL1344_RS21200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS21200;old_locus_tag=SL1344_4077	4.475427753551205	7.08293290051357	0.9562281746045329	0.0
sense	NC_016810.1	Protein Homology	CDS	4367668	4368027	.	+	0	ID=cds-WP_000813834.1;Parent=gene-SL1344_RS21200;Dbxref=GenBank:WP_000813834.1;Name=WP_000813834.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463007.1;locus_tag=SL1344_RS21200;product=YijD family membrane protein;protein_id=WP_000813834.1;transl_table=11	4.475427753551205	7.08293290051357	0.9562281746045329	0.0
sense	NC_016810.1	RefSeq	gene	4368074	4369174	.	-	.	ID=gene-SL1344_RS21205;Name=trmA;gbkey=Gene;gene=trmA;gene_biotype=protein_coding;locus_tag=SL1344_RS21205;old_locus_tag=SL1344_4078	4.390065371330883	2.315945362565745	1.563315816792152	0.0
sense	NC_016810.1	Protein Homology	CDS	4368074	4369174	.	-	0	ID=cds-WP_000186981.1;Parent=gene-SL1344_RS21205;Dbxref=GenBank:WP_000186981.1;Name=WP_000186981.1;Ontology_term=GO:0006396,GO:0030697;gbkey=CDS;gene=trmA;go_function=tRNA (uracil(54)-C5)-methyltransferase activity%2C S-adenosyl methionine-dependent|0030697||IEA;go_process=RNA processing|0006396||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463008.1;locus_tag=SL1344_RS21205;product=tRNA (uridine(54)-C5)-methyltransferase TrmA;protein_id=WP_000186981.1;transl_table=11	4.390065371330883	2.315945362565745	1.563315816792152	0.0
sense	NC_016810.1	cmsearch	riboswitch	4369289	4369482	.	+	.	ID=id-NC_016810.1:4369289..4369482;Dbxref=RFAM:RF00174;Note=cobalamin riboswitch;bound_moiety=adenosylcobalamin;gbkey=regulatory;inference=COORDINATES: profile:INFERNAL:1.1.5;regulatory_class=riboswitch	7.474425732735004	6.571793412847642	0.0	0.0
sense	NC_016810.1	RefSeq	gene	4369548	4371392	.	+	.	ID=gene-SL1344_RS21210;Name=btuB;gbkey=Gene;gene=btuB;gene_biotype=protein_coding;locus_tag=SL1344_RS21210;old_locus_tag=SL1344_4079	3.388226279761695	2.487664238229156	0.07463244289596353	0.6249238018785535
sense	NC_016810.1	Protein Homology	CDS	4369548	4371392	.	+	0	ID=cds-WP_000591398.1;Parent=gene-SL1344_RS21210;Dbxref=GenBank:WP_000591398.1;Name=WP_000591398.1;Ontology_term=GO:0015889,GO:0015420;gbkey=CDS;gene=btuB;go_function=ABC-type vitamin B12 transporter activity|0015420||IEA;go_process=cobalamin transport|0015889||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463009.1;locus_tag=SL1344_RS21210;product=TonB-dependent vitamin B12 receptor BtuB;protein_id=WP_000591398.1;transl_table=11	3.388226279761695	2.487664238229156	0.07463244289596353	0.6249238018785535
sense	NC_016810.1	RefSeq	gene	4371337	4372188	.	+	.	ID=gene-SL1344_RS21215;Name=murI;gbkey=Gene;gene=murI;gene_biotype=protein_coding;locus_tag=SL1344_RS21215;old_locus_tag=SL1344_4080	5.446154336715834	7.382211755464849	0.296296054102813	0.5074755345360611
sense	NC_016810.1	Protein Homology	CDS	4371337	4372188	.	+	0	ID=cds-WP_000201805.1;Parent=gene-SL1344_RS21215;Dbxref=GenBank:WP_000201805.1;Name=WP_000201805.1;Ontology_term=GO:0008152,GO:0008881;gbkey=CDS;gene=murI;go_function=glutamate racemase activity|0008881||IEA;go_process=metabolic process|0008152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463010.1;locus_tag=SL1344_RS21215;product=glutamate racemase;protein_id=WP_000201805.1;transl_table=11	5.446154336715834	7.382211755464849	0.296296054102813	0.5074755345360611
sense	NC_016810.1	RefSeq	gene	4372568	4374109	.	+	.	ID=gene-SL1344_RS21220;Name=SL1344_RS21220;gbkey=Gene;gene_biotype=rRNA;locus_tag=SL1344_RS21220;old_locus_tag=SL1344_rRNA0017	3321.113934042807	2282.606037429497	762.8719543440656	1649.6925490010883
sense	NC_016810.1	cmsearch	rRNA	4372568	4374109	.	+	.	ID=rna-SL1344_RS21220;Parent=gene-SL1344_RS21220;Dbxref=RFAM:RF00177;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS21220;product=16S ribosomal RNA	3321.113934042807	2282.606037429497	762.8719543440656	1649.6925490010883
sense	NC_016810.1	cmsearch	exon	4372568	4374109	.	+	.	ID=exon-SL1344_RS21220-1;Parent=rna-SL1344_RS21220;Dbxref=RFAM:RF00177;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS21220;product=16S ribosomal RNA	3321.113934042807	2282.606037429497	762.8719543440656	1649.6925490010883
sense	NC_016810.1	RefSeq	gene	4374179	4374255	.	+	.	ID=gene-SL1344_RS21225;Name=SL1344_RS21225;gbkey=Gene;gene_biotype=tRNA;locus_tag=SL1344_RS21225;old_locus_tag=SL1344_tRNA0072	823.3624617767144	508.74906724189816	424.7143320970748	15.207789557687807
sense	NC_016810.1	tRNAscan-SE	tRNA	4374179	4374255	.	+	.	ID=rna-SL1344_RS21225;Parent=gene-SL1344_RS21225;anticodon=(pos:4374213..4374215);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS21225;product=tRNA-Ile	823.3624617767144	508.74906724189816	424.7143320970748	15.207789557687807
sense	NC_016810.1	tRNAscan-SE	exon	4374179	4374255	.	+	.	ID=exon-SL1344_RS21225-1;Parent=rna-SL1344_RS21225;anticodon=(pos:4374213..4374215);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS21225;product=tRNA-Ile	823.3624617767144	508.74906724189816	424.7143320970748	15.207789557687807
sense	NC_016810.1	RefSeq	gene	4374367	4374442	.	+	.	ID=gene-SL1344_RS21230;Name=SL1344_RS21230;gbkey=Gene;gene_biotype=tRNA;locus_tag=SL1344_RS21230;old_locus_tag=SL1344_tRNA0073	1929.780892448364	273.9976674672352	2599.9340789509783	17.77833698292451
sense	NC_016810.1	tRNAscan-SE	tRNA	4374367	4374442	.	+	.	ID=rna-SL1344_RS21230;Parent=gene-SL1344_RS21230;anticodon=(pos:4374400..4374402);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS21230;product=tRNA-Ala	1929.780892448364	273.9976674672352	2599.9340789509783	17.77833698292451
sense	NC_016810.1	tRNAscan-SE	exon	4374367	4374442	.	+	.	ID=exon-SL1344_RS21230-1;Parent=rna-SL1344_RS21230;anticodon=(pos:4374400..4374402);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=SL1344_RS21230;product=tRNA-Ala	1929.780892448364	273.9976674672352	2599.9340789509783	17.77833698292451
sense	NC_016810.1	RefSeq	gene	4374623	4377612	.	+	.	ID=gene-SL1344_RS21235;Name=SL1344_RS21235;gbkey=Gene;gene_biotype=rRNA;locus_tag=SL1344_RS21235;old_locus_tag=SL1344_rRNA0018	3846.1811787437778	6485.445547472111	623.6077448086687	2218.820604563536
sense	NC_016810.1	cmsearch	rRNA	4374623	4377612	.	+	.	ID=rna-SL1344_RS21235;Parent=gene-SL1344_RS21235;Dbxref=RFAM:RF02541;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS21235;product=23S ribosomal RNA	3846.1811787437778	6485.445547472111	623.6077448086687	2218.820604563536
sense	NC_016810.1	cmsearch	exon	4374623	4377612	.	+	.	ID=exon-SL1344_RS21235-1;Parent=rna-SL1344_RS21235;Dbxref=RFAM:RF02541;gbkey=rRNA;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS21235;product=23S ribosomal RNA	3846.1811787437778	6485.445547472111	623.6077448086687	2218.820604563536
sense	NC_016810.1	RefSeq	gene	4377706	4377821	.	+	.	ID=gene-SL1344_RS21240;Name=rrf;gbkey=Gene;gene=rrf;gene_biotype=rRNA;locus_tag=SL1344_RS21240;old_locus_tag=SL1344_rRNA0019	8887.178492701405	23534.20251681831	10142.862983505313	46515.87027611012
sense	NC_016810.1	cmsearch	rRNA	4377706	4377821	.	+	.	ID=rna-SL1344_RS21240;Parent=gene-SL1344_RS21240;Dbxref=RFAM:RF00001;gbkey=rRNA;gene=rrf;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS21240;product=5S ribosomal RNA	8887.178492701405	23534.20251681831	10142.862983505313	46515.87027611012
sense	NC_016810.1	cmsearch	exon	4377706	4377821	.	+	.	ID=exon-SL1344_RS21240-1;Parent=rna-SL1344_RS21240;Dbxref=RFAM:RF00001;gbkey=rRNA;gene=rrf;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS21240;product=5S ribosomal RNA	8887.178492701405	23534.20251681831	10142.862983505313	46515.87027611012
sense	NC_016810.1	RefSeq	gene	4378003	4379031	.	+	.	ID=gene-SL1344_RS21245;Name=murB;gbkey=Gene;gene=murB;gene_biotype=protein_coding;locus_tag=SL1344_RS21245;old_locus_tag=SL1344_4081	2.5051957104426577	4.1299900294539755	0.2230269794995995	0.7003063741897053
sense	NC_016810.1	Protein Homology	CDS	4378003	4379031	.	+	0	ID=cds-WP_000149795.1;Parent=gene-SL1344_RS21245;Dbxref=GenBank:WP_000149795.1;Name=WP_000149795.1;Ontology_term=GO:0008762,GO:0071949;gbkey=CDS;gene=murB;go_function=UDP-N-acetylmuramate dehydrogenase activity|0008762||IEA,FAD binding|0071949||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_463011.1;locus_tag=SL1344_RS21245;product=UDP-N-acetylmuramate dehydrogenase;protein_id=WP_000149795.1;transl_table=11	2.5051957104426577	4.1299900294539755	0.2230269794995995	0.7003063741897053
sense	NC_016810.1	RefSeq	gene	4379028	4379990	.	+	.	ID=gene-SL1344_RS21250;Name=birA;gbkey=Gene;gene=birA;gene_biotype=protein_coding;locus_tag=SL1344_RS21250;old_locus_tag=SL1344_4082	4.349948470741359	4.413042305615931	0.23831231765845054	1.496604899358685
